Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
10.0.1.201-58.186.197.207-80-47228-6,58.186.197.207,47228,10.0.1.201,80,6,13/04/2025 02:10:59,363920,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,5.495713343591998,363920.0,0.0,363920.0,363920.0,363920.0,363920.0,0.0,363920.0,363920.0,0,0,0,0,0,0,0,0,0,44,0,5.495713343591998,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,44,0,0,0,0,0,0,2,0,0,0,512,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
10.0.1.201-58.186.197.207-80-31023-6,58.186.197.207,31023,10.0.1.201,80,6,13/04/2025 02:10:59,355971,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,5.618435209609772,355971.0,0.0,355971.0,355971.0,355971.0,355971.0,0.0,355971.0,355971.0,0,0,0,0,0,0,0,0,0,44,0,5.618435209609772,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,44,0,0,0,0,0,0,2,0,0,0,512,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
10.0.1.201-58.186.197.207-80-41243-6,58.186.197.207,41243,10.0.1.201,80,6,13/04/2025 02:10:54,335185,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,5.966854125333771,335185.0,0.0,335185.0,335185.0,335185.0,335185.0,0.0,335185.0,335185.0,0,0,0,0,0,0,0,0,0,44,0,5.966854125333771,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,44,0,0,0,0,0,0,2,0,0,0,512,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
10.0.1.201-58.186.197.207-80-42071-6,58.186.197.207,42071,10.0.1.201,80,6,13/04/2025 02:10:54,1336887,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.4960127520126982,1336887.0,0.0,1336887.0,1336887.0,1336887.0,1336887.0,0.0,1336887.0,1336887.0,0,0,0,0,0,0,0,0,0,44,0,1.4960127520126982,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,44,0,0,0,0,0,0,2,0,0,0,512,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
10.0.1.201-58.186.197.207-80-44308-6,58.186.197.207,44308,10.0.1.201,80,6,13/04/2025 02:10:54,395766,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,5.053491204398559,395766.0,0.0,395766.0,395766.0,395766.0,395766.0,0.0,395766.0,395766.0,0,0,0,0,0,0,0,0,0,44,0,5.053491204398559,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,44,0,0,0,0,0,0,2,0,0,0,512,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
10.0.1.201-58.186.197.207-80-45970-6,58.186.197.207,45970,10.0.1.201,80,6,13/04/2025 02:10:59,358320,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,5.5816030363920515,358320.0,0.0,358320.0,358320.0,358320.0,358320.0,0.0,358320.0,358320.0,0,0,0,0,0,0,0,0,0,44,0,5.5816030363920515,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,44,0,0,0,0,0,0,2,0,0,0,512,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
10.0.1.201-58.186.197.207-80-59689-6,58.186.197.207,59689,10.0.1.201,80,6,13/04/2025 02:10:54,1337040,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.495841560461916,1337040.0,0.0,1337040.0,1337040.0,1337040.0,1337040.0,0.0,1337040.0,1337040.0,0,0,0,0,0,0,0,0,0,44,0,1.495841560461916,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,44,0,0,0,0,0,0,2,0,0,0,512,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
10.0.1.201-58.186.197.207-80-25959-6,58.186.197.207,25959,10.0.1.201,80,6,13/04/2025 02:10:54,1273388,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.5706131988050775,1273388.0,0.0,1273388.0,1273388.0,1273388.0,1273388.0,0.0,1273388.0,1273388.0,0,0,0,0,0,0,0,0,0,44,0,1.5706131988050775,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,44,0,0,0,0,0,0,2,0,0,0,512,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
10.0.1.201-58.186.197.207-80-29876-6,58.186.197.207,29876,10.0.1.201,80,6,13/04/2025 02:10:54,1308945,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.5279480803242305,1308945.0,0.0,1308945.0,1308945.0,1308945.0,1308945.0,0.0,1308945.0,1308945.0,0,0,0,0,0,0,0,0,0,44,0,1.5279480803242305,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,44,0,0,0,0,0,0,2,0,0,0,512,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
10.0.1.201-58.186.197.207-80-27257-6,58.186.197.207,27257,10.0.1.201,80,6,13/04/2025 02:10:54,1355360,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.4756227127847954,1355360.0,0.0,1355360.0,1355360.0,1355360.0,1355360.0,0.0,1355360.0,1355360.0,0,0,0,0,0,0,0,0,0,44,0,1.4756227127847954,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,44,0,0,0,0,0,0,2,0,0,0,512,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
10.0.1.201-58.186.197.207-80-57773-6,58.186.197.207,57773,10.0.1.201,80,6,13/04/2025 02:10:54,382038,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,5.235081326988415,382038.0,0.0,382038.0,382038.0,382038.0,382038.0,0.0,382038.0,382038.0,0,0,0,0,0,0,0,0,0,44,0,5.235081326988415,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,44,0,0,0,0,0,0,2,0,0,0,512,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
10.0.1.201-58.186.197.207-80-6857-6,58.186.197.207,6857,10.0.1.201,80,6,13/04/2025 02:10:54,1318640,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.516714190377965,1318640.0,0.0,1318640.0,1318640.0,1318640.0,1318640.0,0.0,1318640.0,1318640.0,0,0,0,0,0,0,0,0,0,44,0,1.516714190377965,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,44,0,0,0,0,0,0,2,0,0,0,512,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
10.0.1.201-58.186.197.207-80-43738-6,58.186.197.207,43738,10.0.1.201,80,6,13/04/2025 02:10:54,646853,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,3.0918925938350754,646853.0,0.0,646853.0,646853.0,646853.0,646853.0,0.0,646853.0,646853.0,0,0,0,0,0,0,0,0,0,44,0,3.0918925938350754,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,44,0,0,0,0,0,0,2,0,0,0,512,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
10.0.1.201-58.186.197.207-80-49423-6,58.186.197.207,49423,10.0.1.201,80,6,13/04/2025 02:10:54,5356995,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.7466872752354631,1785665.0,2469056.929965974,4636668.0,351301.0,5356995.0,1785665.0,2469056.929965974,4636668.0,351301.0,0,0,0,0,0,0,0,0,0,88,0,0.7466872752354631,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,88,0,0,0,0,0,0,4,0,0,0,512,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
10.0.1.201-58.186.197.207-80-42438-6,58.186.197.207,42438,10.0.1.201,80,6,13/04/2025 02:10:59,367328,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,5.444725150274414,367328.0,0.0,367328.0,367328.0,367328.0,367328.0,0.0,367328.0,367328.0,0,0,0,0,0,0,0,0,0,44,0,5.444725150274414,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,44,0,0,0,0,0,0,2,0,0,0,512,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
10.0.1.201-58.186.197.207-80-38134-6,58.186.197.207,38134,10.0.1.201,80,6,13/04/2025 02:10:59,438913,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,4.556711694572728,438913.0,0.0,438913.0,438913.0,438913.0,438913.0,0.0,438913.0,438913.0,0,0,0,0,0,0,0,0,0,44,0,4.556711694572728,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,44,0,0,0,0,0,0,2,0,0,0,512,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
10.0.1.201-58.186.197.207-80-3641-6,58.186.197.207,3641,10.0.1.201,80,6,13/04/2025 02:10:59,1294601,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.5448775336957103,1294601.0,0.0,1294601.0,1294601.0,1294601.0,1294601.0,0.0,1294601.0,1294601.0,0,0,0,0,0,0,0,0,0,44,0,1.5448775336957103,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,44,0,0,0,0,0,0,2,0,0,0,512,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
10.0.1.201-58.186.197.207-80-3970-6,58.186.197.207,3970,10.0.1.201,80,6,13/04/2025 02:10:59,1250028,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.5999641608027981,1250028.0,0.0,1250028.0,1250028.0,1250028.0,1250028.0,0.0,1250028.0,1250028.0,0,0,0,0,0,0,0,0,0,44,0,1.5999641608027981,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,44,0,0,0,0,0,0,2,0,0,0,512,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
10.0.1.201-58.186.197.207-80-44909-6,58.186.197.207,44909,10.0.1.201,80,6,13/04/2025 02:10:54,1344582,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.4874511186376138,1344582.0,0.0,1344582.0,1344582.0,1344582.0,1344582.0,0.0,1344582.0,1344582.0,0,0,0,0,0,0,0,0,0,44,0,1.4874511186376138,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,44,0,0,0,0,0,0,2,0,0,0,512,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
10.0.1.201-58.186.197.207-80-12301-6,58.186.197.207,12301,10.0.1.201,80,6,13/04/2025 02:10:54,367192,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,5.4467417590797185,367192.0,0.0,367192.0,367192.0,367192.0,367192.0,0.0,367192.0,367192.0,0,0,0,0,0,0,0,0,0,44,0,5.4467417590797185,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,44,0,0,0,0,0,0,2,0,0,0,512,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
10.0.1.201-58.186.197.207-80-10664-6,58.186.197.207,10664,10.0.1.201,80,6,13/04/2025 02:10:54,1336183,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.4968009621436587,1336183.0,0.0,1336183.0,1336183.0,1336183.0,1336183.0,0.0,1336183.0,1336183.0,0,0,0,0,0,0,0,0,0,44,0,1.4968009621436587,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,44,0,0,0,0,0,0,2,0,0,0,512,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
10.0.1.201-58.186.197.207-80-32229-6,58.186.197.207,32229,10.0.1.201,80,6,13/04/2025 02:10:59,346669,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,5.769191938131185,346669.0,0.0,346669.0,346669.0,346669.0,346669.0,0.0,346669.0,346669.0,0,0,0,0,0,0,0,0,0,44,0,5.769191938131185,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,44,0,0,0,0,0,0,2,0,0,0,512,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
10.0.1.201-58.186.197.207-80-31824-6,58.186.197.207,31824,10.0.1.201,80,6,13/04/2025 02:10:54,1359912,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.4706833971609927,1359912.0,0.0,1359912.0,1359912.0,1359912.0,1359912.0,0.0,1359912.0,1359912.0,0,0,0,0,0,0,0,0,0,44,0,1.4706833971609927,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,44,0,0,0,0,0,0,2,0,0,0,512,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
10.0.1.201-58.186.197.207-80-41483-6,58.186.197.207,41483,10.0.1.201,80,6,13/04/2025 02:10:54,1358428,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.4722900293574632,1358428.0,0.0,1358428.0,1358428.0,1358428.0,1358428.0,0.0,1358428.0,1358428.0,0,0,0,0,0,0,0,0,0,44,0,1.4722900293574632,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,44,0,0,0,0,0,0,2,0,0,0,512,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
10.0.1.201-58.186.197.207-80-24513-6,58.186.197.207,24513,10.0.1.201,80,6,13/04/2025 02:10:54,499147,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,4.006835661638756,499147.0,0.0,499147.0,499147.0,499147.0,499147.0,0.0,499147.0,499147.0,0,0,0,0,0,0,0,0,0,44,0,4.006835661638756,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,44,0,0,0,0,0,0,2,0,0,0,512,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
10.0.1.201-58.186.197.207-80-19985-6,58.186.197.207,19985,10.0.1.201,80,6,13/04/2025 02:10:59,1313545,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.5225972463828799,1313545.0,0.0,1313545.0,1313545.0,1313545.0,1313545.0,0.0,1313545.0,1313545.0,0,0,0,0,0,0,0,0,0,44,0,1.5225972463828799,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,44,0,0,0,0,0,0,2,0,0,0,512,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
10.0.1.201-58.186.197.207-80-3948-6,58.186.197.207,3948,10.0.1.201,80,6,13/04/2025 02:10:55,323741,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,6.177777915061731,323741.0,0.0,323741.0,323741.0,323741.0,323741.0,0.0,323741.0,323741.0,0,0,0,0,0,0,0,0,0,44,0,6.177777915061731,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,44,0,0,0,0,0,0,2,0,0,0,512,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
10.0.1.201-58.186.197.207-80-60788-6,58.186.197.207,60788,10.0.1.201,80,6,13/04/2025 02:10:54,1278142,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.5647713634322322,1278142.0,0.0,1278142.0,1278142.0,1278142.0,1278142.0,0.0,1278142.0,1278142.0,0,0,0,0,0,0,0,0,0,44,0,1.5647713634322322,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,44,0,0,0,0,0,0,2,0,0,0,512,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
10.0.1.201-58.186.197.207-80-53838-6,58.186.197.207,53838,10.0.1.201,80,6,13/04/2025 02:10:54,360504,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,5.547788651443534,360504.0,0.0,360504.0,360504.0,360504.0,360504.0,0.0,360504.0,360504.0,0,0,0,0,0,0,0,0,0,44,0,5.547788651443534,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,44,0,0,0,0,0,0,2,0,0,0,512,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
10.0.1.201-58.186.197.207-80-25550-6,58.186.197.207,25550,10.0.1.201,80,6,13/04/2025 02:10:54,355414,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,5.627240345062378,355414.0,0.0,355414.0,355414.0,355414.0,355414.0,0.0,355414.0,355414.0,0,0,0,0,0,0,0,0,0,44,0,5.627240345062378,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,44,0,0,0,0,0,0,2,0,0,0,512,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
10.0.1.201-58.186.197.207-80-10860-6,58.186.197.207,10860,10.0.1.201,80,6,13/04/2025 02:10:54,1298904,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.5397596743100337,1298904.0,0.0,1298904.0,1298904.0,1298904.0,1298904.0,0.0,1298904.0,1298904.0,0,0,0,0,0,0,0,0,0,44,0,1.5397596743100337,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,44,0,0,0,0,0,0,2,0,0,0,512,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
10.0.1.201-58.186.197.207-80-35212-6,58.186.197.207,35212,10.0.1.201,80,6,13/04/2025 02:10:59,363584,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,5.500792114064425,363584.0,0.0,363584.0,363584.0,363584.0,363584.0,0.0,363584.0,363584.0,0,0,0,0,0,0,0,0,0,44,0,5.500792114064425,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,44,0,0,0,0,0,0,2,0,0,0,512,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
10.0.1.201-58.186.197.207-80-17477-6,58.186.197.207,17477,10.0.1.201,80,6,13/04/2025 02:10:59,385034,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,5.194346473298462,385034.0,0.0,385034.0,385034.0,385034.0,385034.0,0.0,385034.0,385034.0,0,0,0,0,0,0,0,0,0,44,0,5.194346473298462,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,44,0,0,0,0,0,0,2,0,0,0,512,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
10.0.1.201-58.186.197.207-80-62086-6,58.186.197.207,62086,10.0.1.201,80,6,13/04/2025 02:10:54,1304758,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.5328513026936794,1304758.0,0.0,1304758.0,1304758.0,1304758.0,1304758.0,0.0,1304758.0,1304758.0,0,0,0,0,0,0,0,0,0,44,0,1.5328513026936794,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,44,0,0,0,0,0,0,2,0,0,0,512,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
10.0.1.201-58.186.197.207-80-16987-6,58.186.197.207,16987,10.0.1.201,80,6,13/04/2025 02:10:59,1274023,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.569830371979156,1274023.0,0.0,1274023.0,1274023.0,1274023.0,1274023.0,0.0,1274023.0,1274023.0,0,0,0,0,0,0,0,0,0,44,0,1.569830371979156,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,44,0,0,0,0,0,0,2,0,0,0,512,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
10.0.1.201-58.186.197.207-80-11581-6,58.186.197.207,11581,10.0.1.201,80,6,13/04/2025 02:10:54,1290340,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.5499790752824836,1290340.0,0.0,1290340.0,1290340.0,1290340.0,1290340.0,0.0,1290340.0,1290340.0,0,0,0,0,0,0,0,0,0,44,0,1.5499790752824836,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,44,0,0,0,0,0,0,2,0,0,0,512,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
10.0.1.201-58.186.197.207-80-7547-6,58.186.197.207,7547,10.0.1.201,80,6,13/04/2025 02:10:54,1346328,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.4855221015978277,1346328.0,0.0,1346328.0,1346328.0,1346328.0,1346328.0,0.0,1346328.0,1346328.0,0,0,0,0,0,0,0,0,0,44,0,1.4855221015978277,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,44,0,0,0,0,0,0,2,0,0,0,512,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
10.0.1.201-58.186.197.207-80-37215-6,58.186.197.207,37215,10.0.1.201,80,6,13/04/2025 02:10:55,331001,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,6.042277817891789,331001.0,0.0,331001.0,331001.0,331001.0,331001.0,0.0,331001.0,331001.0,0,0,0,0,0,0,0,0,0,44,0,6.042277817891789,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,44,0,0,0,0,0,0,2,0,0,0,512,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
10.0.1.201-58.186.197.207-80-57973-6,58.186.197.207,57973,10.0.1.201,80,6,13/04/2025 02:10:54,1323141,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.5115547020310005,1323141.0,0.0,1323141.0,1323141.0,1323141.0,1323141.0,0.0,1323141.0,1323141.0,0,0,0,0,0,0,0,0,0,44,0,1.5115547020310005,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,44,0,0,0,0,0,0,2,0,0,0,512,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
10.0.1.201-58.186.197.207-80-50631-6,58.186.197.207,50631,10.0.1.201,80,6,13/04/2025 02:10:54,1311418,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.5250667597974101,1311418.0,0.0,1311418.0,1311418.0,1311418.0,1311418.0,0.0,1311418.0,1311418.0,0,0,0,0,0,0,0,0,0,44,0,1.5250667597974101,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,44,0,0,0,0,0,0,2,0,0,0,512,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
10.0.1.201-58.186.197.207-80-38419-6,58.186.197.207,38419,10.0.1.201,80,6,13/04/2025 02:10:59,390608,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,5.120222832097653,390608.0,0.0,390608.0,390608.0,390608.0,390608.0,0.0,390608.0,390608.0,0,0,0,0,0,0,0,0,0,44,0,5.120222832097653,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,44,0,0,0,0,0,0,2,0,0,0,512,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
10.0.1.201-58.186.197.207-80-49998-6,58.186.197.207,49998,10.0.1.201,80,6,13/04/2025 02:10:54,1288306,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.5524262093012065,1288306.0,0.0,1288306.0,1288306.0,1288306.0,1288306.0,0.0,1288306.0,1288306.0,0,0,0,0,0,0,0,0,0,44,0,1.5524262093012065,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,44,0,0,0,0,0,0,2,0,0,0,512,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
10.0.1.201-58.186.197.207-80-4140-6,58.186.197.207,4140,10.0.1.201,80,6,13/04/2025 02:10:54,1289853,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.550564289108914,1289853.0,0.0,1289853.0,1289853.0,1289853.0,1289853.0,0.0,1289853.0,1289853.0,0,0,0,0,0,0,0,0,0,44,0,1.550564289108914,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,44,0,0,0,0,0,0,2,0,0,0,512,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
10.0.1.201-58.186.197.207-80-29654-6,58.186.197.207,29654,10.0.1.201,80,6,13/04/2025 02:10:54,1299199,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.5394100518858158,1299199.0,0.0,1299199.0,1299199.0,1299199.0,1299199.0,0.0,1299199.0,1299199.0,0,0,0,0,0,0,0,0,0,44,0,1.5394100518858158,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,44,0,0,0,0,0,0,2,0,0,0,512,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
